title,date,text,image_path,link
"Featured in GEN ahead of my Bioprocessing Summit Europe Presentation","29-10-2025","Excited to be featured in GEN ahead of my Bioprocessing Summit Europe talk! I briefly discuss my Master’s thesis at ETH Zurich in collaboration with DataHow AG , highlighting the power and impact of model-based Design of Experiments.",,"https://www.genengnews.com/topics/bioprocessing/researchers-develop-intelligent-model-for-aiding-design-of-experiment/"
